"","temp_bin","q","data","spp"
"21445",13,0.160975609756098,"NYOS","Silver Hake"
"21446",10.5,0,"NYOS","Silver Hake"
"21447",13.5,1.31707317073171,"NYOS","Silver Hake"
"21448",14.5,6.73170731707317,"NYOS","Silver Hake"
"21449",15.5,0,"NYOS","Silver Hake"
"21450",14,0,"NYOS","Silver Hake"
"21451",21,0.482926829268293,"NYOS","Silver Hake"
"21452",18,0,"NYOS","Silver Hake"
"21453",9,0,"NYOS","Silver Hake"
"21454",25,0,"NYOS","Silver Hake"
"21455",16,0,"NYOS","Silver Hake"
"21456",20.5,0,"NYOS","Silver Hake"
"21457",15,1.43089430894309,"NYOS","Silver Hake"
"21458",7.5,0,"NYOS","Silver Hake"
"21459",11.5,0,"NYOS","Silver Hake"
"21460",25.5,0,"NYOS","Silver Hake"
"21461",26,0,"NYOS","Silver Hake"
"21462",23,0,"NYOS","Silver Hake"
"21463",19,0,"NYOS","Silver Hake"
"21464",24,0,"NYOS","Silver Hake"
"21465",12,0,"NYOS","Silver Hake"
"21466",10,0,"NYOS","Silver Hake"
"21467",23.5,0,"NYOS","Silver Hake"
"21468",9.5,0,"NYOS","Silver Hake"
"21469",12.5,0,"NYOS","Silver Hake"
"21470",5,0,"NYOS","Silver Hake"
"21471",22.5,0,"NYOS","Silver Hake"
"21472",18.5,0,"NYOS","Silver Hake"
"21473",6.5,0,"NYOS","Silver Hake"
"21474",24.5,0,"NYOS","Silver Hake"
"21475",14,0,"NYOS","Silver Hake"
"21476",18,0,"NYOS","Silver Hake"
"21477",14.5,7.86382978723404,"NYOS","Silver Hake"
"21478",12,0.468085106382979,"NYOS","Silver Hake"
"21479",15.5,0,"NYOS","Silver Hake"
"21480",18.5,0,"NYOS","Silver Hake"
"21481",23,0,"NYOS","Silver Hake"
"21482",21,0,"NYOS","Silver Hake"
"21483",22,0.280851063829787,"NYOS","Silver Hake"
"21484",13,0,"NYOS","Silver Hake"
"21485",20,0,"NYOS","Silver Hake"
"21486",10.5,0,"NYOS","Silver Hake"
"21487",10,0,"NYOS","Silver Hake"
"21488",13.5,0,"NYOS","Silver Hake"
"21489",23.5,0,"NYOS","Silver Hake"
"21490",15,0.702127659574468,"NYOS","Silver Hake"
"21491",7.5,0,"NYOS","Silver Hake"
"21492",20.5,0,"NYOS","Silver Hake"
"21493",19.5,0,"NYOS","Silver Hake"
"21494",19,0,"NYOS","Silver Hake"
"21495",24,0,"NYOS","Silver Hake"
"21496",26,0,"NYOS","Silver Hake"
"21497",22.5,0,"NYOS","Silver Hake"
"21498",12.5,0,"NYOS","Silver Hake"
"21499",24.5,0,"NYOS","Silver Hake"
"21500",25,0,"NYOS","Silver Hake"
"21501",25.5,0,"NYOS","Silver Hake"
"21502",11.5,0,"NYOS","Silver Hake"
"21503",16,2.80851063829787,"NYOS","Silver Hake"
"21504",9.5,0,"NYOS","Silver Hake"
"21505",12,0.293333333333333,"NYOS","Silver Hake"
"21506",18,0,"NYOS","Silver Hake"
"21507",15,2.464,"NYOS","Silver Hake"
"21508",13.5,0,"NYOS","Silver Hake"
"21509",25.5,0,"NYOS","Silver Hake"
"21510",11.5,0,"NYOS","Silver Hake"
"21511",23.5,0,"NYOS","Silver Hake"
"21512",22,0.293333333333333,"NYOS","Silver Hake"
"21513",20.5,0,"NYOS","Silver Hake"
"21514",21.5,0,"NYOS","Silver Hake"
"21515",16,0.234666666666667,"NYOS","Silver Hake"
"21516",13,0,"NYOS","Silver Hake"
"21517",21,0.0838095238095238,"NYOS","Silver Hake"
"21518",19.5,0,"NYOS","Silver Hake"
"21519",18.5,0,"NYOS","Silver Hake"
"21520",26.5,0,"NYOS","Silver Hake"
"21521",25,0,"NYOS","Silver Hake"
"21522",26,0,"NYOS","Silver Hake"
"21523",14,0,"NYOS","Silver Hake"
"21524",19,0,"NYOS","Silver Hake"
"21525",10.5,0,"NYOS","Silver Hake"
"21526",15.5,0,"NYOS","Silver Hake"
"21527",14.5,11.4725925925926,"NYOS","Silver Hake"
"21528",9.5,0,"NYOS","Silver Hake"
"21529",12.5,0,"NYOS","Silver Hake"
"21530",6.5,0,"NYOS","Silver Hake"
"21531",23,0,"NYOS","Silver Hake"
"21532",5,0,"NYOS","Silver Hake"
"21533",9,0,"NYOS","Silver Hake"
"21534",24.5,0,"NYOS","Silver Hake"
"21535",24,0,"NYOS","Silver Hake"
"21536",10.5,0,"NYOS","Silver Hake"
"21537",21,0.485294117647059,"NYOS","Silver Hake"
"21538",26.5,0,"NYOS","Silver Hake"
"21539",15.5,0,"NYOS","Silver Hake"
"21540",14.5,6.86877828054299,"NYOS","Silver Hake"
"21541",13,0.149321266968326,"NYOS","Silver Hake"
"21542",13.5,2.16955017301038,"NYOS","Silver Hake"
"21543",25,0,"NYOS","Silver Hake"
"21544",19.5,0,"NYOS","Silver Hake"
"21545",14,0,"NYOS","Silver Hake"
"21546",5,0,"NYOS","Silver Hake"
"21547",26,0,"NYOS","Silver Hake"
"21548",20.5,0,"NYOS","Silver Hake"
"21549",16,0.970588235294118,"NYOS","Silver Hake"
"21550",25.5,0,"NYOS","Silver Hake"
"21551",9.5,0,"NYOS","Silver Hake"
"21552",9,0,"NYOS","Silver Hake"
"21553",23.5,0,"NYOS","Silver Hake"
"21554",12.5,0,"NYOS","Silver Hake"
"21555",24.5,0,"NYOS","Silver Hake"
"21556",19,0,"NYOS","Silver Hake"
"21557",15,0,"NYOS","Silver Hake"
"21558",12,0.970588235294118,"NYOS","Silver Hake"
"21559",24,0,"NYOS","Silver Hake"
"21560",18.5,0,"NYOS","Silver Hake"
"21561",22,0,"NYOS","Silver Hake"
"21562",23,0,"NYOS","Silver Hake"
"21563",10,0,"NYOS","Silver Hake"
"21564",22.5,0,"NYOS","Silver Hake"
"21565",18,0,"NYOS","Silver Hake"
"21566",14.5,11.55,"NYOS","Silver Hake"
"21567",14,0,"NYOS","Silver Hake"
"21568",21,0,"NYOS","Silver Hake"
"21569",15,2.26875,"NYOS","Silver Hake"
"21570",16,0.825,"NYOS","Silver Hake"
"21571",13.5,0.781578947368421,"NYOS","Silver Hake"
"21572",23.5,0,"NYOS","Silver Hake"
"21573",13,0.275,"NYOS","Silver Hake"
"21574",15.5,0,"NYOS","Silver Hake"
"21575",10,0,"NYOS","Silver Hake"
"21576",10.5,0,"NYOS","Silver Hake"
"21577",22.5,0,"NYOS","Silver Hake"
"21578",11.5,0,"NYOS","Silver Hake"
"21579",25,0,"NYOS","Silver Hake"
"21580",19,0,"NYOS","Silver Hake"
"21581",5,0,"NYOS","Silver Hake"
"21582",6.5,0,"NYOS","Silver Hake"
"21583",24,0,"NYOS","Silver Hake"
"21584",7.5,0,"NYOS","Silver Hake"
"21585",9.5,0,"NYOS","Silver Hake"
"21586",25.5,0,"NYOS","Silver Hake"
"21587",26.5,0,"NYOS","Silver Hake"
"21588",12.5,0,"NYOS","Silver Hake"
"21589",19.5,0,"NYOS","Silver Hake"
"21590",22,0,"NYOS","Silver Hake"
"21591",20,0,"NYOS","Silver Hake"
"21592",23,0,"NYOS","Silver Hake"
"21593",18,0,"NYOS","Silver Hake"
"21594",18.5,0,"NYOS","Silver Hake"
"21595",26,0,"NYOS","Silver Hake"
"21596",20.5,0,"NYOS","Silver Hake"
"21597",21.5,0,"NYOS","Silver Hake"
"21598",19,0,"NYOS","Silver Hake"
"21599",14.5,4.91803278688525,"NYOS","Silver Hake"
"21600",12,1.44262295081967,"NYOS","Silver Hake"
"21601",24.5,0,"NYOS","Silver Hake"
"21602",15,5.3266078184111,"NYOS","Silver Hake"
"21603",24,0,"NYOS","Silver Hake"
"21604",14,0,"NYOS","Silver Hake"
"21605",13,0,"NYOS","Silver Hake"
"21606",13.5,0.154566744730679,"NYOS","Silver Hake"
"21607",23,0,"NYOS","Silver Hake"
"21608",15.5,0,"NYOS","Silver Hake"
"21609",9,0,"NYOS","Silver Hake"
"21610",18,0,"NYOS","Silver Hake"
"21611",23.5,0,"NYOS","Silver Hake"
"21612",22.5,0,"NYOS","Silver Hake"
"21613",7.5,0,"NYOS","Silver Hake"
"21614",21,0.360655737704918,"NYOS","Silver Hake"
"21615",6.5,0,"NYOS","Silver Hake"
"21616",25.5,0,"NYOS","Silver Hake"
"21617",10.5,0,"NYOS","Silver Hake"
"21618",20.5,0,"NYOS","Silver Hake"
"21619",25,0,"NYOS","Silver Hake"
"21620",12.5,0,"NYOS","Silver Hake"
"21621",16,0,"NYOS","Silver Hake"
"21622",22,0,"NYOS","Silver Hake"
"21623",19.5,0,"NYOS","Silver Hake"
"21624",18.5,0,"NYOS","Silver Hake"
"21625",10,0,"NYOS","Silver Hake"
"21626",26.5,0,"NYOS","Silver Hake"
"21627",13.5,2.40354330708661,"NYOS","Silver Hake"
"21628",15.5,0,"NYOS","Silver Hake"
"21629",14.5,6.71592973955179,"NYOS","Silver Hake"
"21630",11.5,0,"NYOS","Silver Hake"
"21631",25,0,"NYOS","Silver Hake"
"21632",10.5,0,"NYOS","Silver Hake"
"21633",14,0,"NYOS","Silver Hake"
"21634",13,0,"NYOS","Silver Hake"
"21635",16,0,"NYOS","Silver Hake"
"21636",21.5,0,"NYOS","Silver Hake"
"21637",26.5,0,"NYOS","Silver Hake"
"21638",18,0,"NYOS","Silver Hake"
"21639",15,0.283464566929134,"NYOS","Silver Hake"
"21640",9.5,0,"NYOS","Silver Hake"
"21641",24,0,"NYOS","Silver Hake"
"21642",18.5,0,"NYOS","Silver Hake"
"21643",19,0,"NYOS","Silver Hake"
"21644",19.5,0,"NYOS","Silver Hake"
"21645",24.5,0,"NYOS","Silver Hake"
"21646",21,0.346456692913386,"NYOS","Silver Hake"
"21647",25.5,0,"NYOS","Silver Hake"
"21648",23.5,0,"NYOS","Silver Hake"
"21649",23,0,"NYOS","Silver Hake"
"21650",6.5,0,"NYOS","Silver Hake"
"21651",22,0.692913385826772,"NYOS","Silver Hake"
"21652",12.5,0,"NYOS","Silver Hake"
"21653",5,0,"NYOS","Silver Hake"
"21654",12,0,"NYOS","Silver Hake"
"21655",26,0,"NYOS","Silver Hake"
"21656",20.5,0,"NYOS","Silver Hake"
"21657",10,0,"NYOS","Silver Hake"
"21658",22,0.184873949579832,"NYOS","Silver Hake"
"21659",5,0,"NYOS","Silver Hake"
"21660",13.5,0.868103763244428,"NYOS","Silver Hake"
"21661",12.5,0,"NYOS","Silver Hake"
"21662",14.5,18.5798319327731,"NYOS","Silver Hake"
"21663",25.5,0,"NYOS","Silver Hake"
"21664",18.5,0,"NYOS","Silver Hake"
"21665",16,0.554621848739496,"NYOS","Silver Hake"
"21666",24,0,"NYOS","Silver Hake"
"21667",13,0.158463385354142,"NYOS","Silver Hake"
"21668",6.5,0,"NYOS","Silver Hake"
"21669",25,0,"NYOS","Silver Hake"
"21670",24.5,0,"NYOS","Silver Hake"
"21671",15,2.92436974789916,"NYOS","Silver Hake"
"21672",21,0,"NYOS","Silver Hake"
"21673",23.5,0,"NYOS","Silver Hake"
"21674",15.5,0,"NYOS","Silver Hake"
"21675",10.5,0,"NYOS","Silver Hake"
"21676",19.5,0,"NYOS","Silver Hake"
"21677",19,0,"NYOS","Silver Hake"
"21678",14,0,"NYOS","Silver Hake"
"21679",10,0,"NYOS","Silver Hake"
"21680",12,0.554621848739496,"NYOS","Silver Hake"
"21681",9.5,0,"NYOS","Silver Hake"
"21682",9,0,"NYOS","Silver Hake"
"21683",26,0,"NYOS","Silver Hake"
"21684",22.5,0,"NYOS","Silver Hake"
"21685",18,0,"NYOS","Silver Hake"
"21686",20,0,"NYOS","Silver Hake"
"21687",15,3.29032258064516,"NYOS","Silver Hake"
"21688",9.5,0,"NYOS","Silver Hake"
"21689",14,0,"NYOS","Silver Hake"
"21690",10.5,0,"NYOS","Silver Hake"
"21691",25,0,"NYOS","Silver Hake"
"21692",20,0,"NYOS","Silver Hake"
"21693",23.5,0,"NYOS","Silver Hake"
"21694",13.5,0.039426523297491,"NYOS","Silver Hake"
"21695",13,0.473118279569892,"NYOS","Silver Hake"
"21696",18,0,"NYOS","Silver Hake"
"21697",7.5,0,"NYOS","Silver Hake"
"21698",23,0,"NYOS","Silver Hake"
"21699",14.5,8.94193548387097,"NYOS","Silver Hake"
"21700",19,0,"NYOS","Silver Hake"
"21701",25.5,0,"NYOS","Silver Hake"
"21702",12.5,0,"NYOS","Silver Hake"
"21703",26,0,"NYOS","Silver Hake"
"21704",12,0,"NYOS","Silver Hake"
"21705",21,0,"NYOS","Silver Hake"
"21706",22,0,"NYOS","Silver Hake"
"21707",15.5,0,"NYOS","Silver Hake"
"21708",24.5,0,"NYOS","Silver Hake"
"21709",18.5,0,"NYOS","Silver Hake"
"21710",16,0.473118279569892,"NYOS","Silver Hake"
"21711",19.5,0,"NYOS","Silver Hake"
"21712",20.5,0,"NYOS","Silver Hake"
"21713",24,0,"NYOS","Silver Hake"
"21714",9,0,"NYOS","Silver Hake"
"21715",26,0,"NYOS","Silver Hake"
"21716",21,0.320388349514563,"NYOS","Silver Hake"
"21717",18.5,0,"NYOS","Silver Hake"
"21718",23,0,"NYOS","Silver Hake"
"21719",16,2.5631067961165,"NYOS","Silver Hake"
"21720",24.5,0,"NYOS","Silver Hake"
"21721",5,0,"NYOS","Silver Hake"
"21722",25,0,"NYOS","Silver Hake"
"21723",18,0,"NYOS","Silver Hake"
"21724",9.5,0,"NYOS","Silver Hake"
"21725",14.5,5.33980582524272,"NYOS","Silver Hake"
"21726",12.5,0,"NYOS","Silver Hake"
"21727",14,0,"NYOS","Silver Hake"
"21728",10.5,0,"NYOS","Silver Hake"
"21729",25.5,0,"NYOS","Silver Hake"
"21730",13.5,2.88349514563107,"NYOS","Silver Hake"
"21731",15.5,0,"NYOS","Silver Hake"
"21732",15,4.76005547850208,"NYOS","Silver Hake"
"21733",13,0.142394822006472,"NYOS","Silver Hake"
"21734",24,0,"NYOS","Silver Hake"
"21735",21.5,0,"NYOS","Silver Hake"
"21736",12,0.640776699029126,"NYOS","Silver Hake"
"21737",19,0,"NYOS","Silver Hake"
"21738",9,0,"NYOS","Silver Hake"
"21739",23.5,0,"NYOS","Silver Hake"
"21740",26.5,0,"NYOS","Silver Hake"
"21741",20,0,"NYOS","Silver Hake"
"21742",22,0.961165048543689,"NYOS","Silver Hake"
"21743",22,1.50857142857143,"NYOS","Silver Hake"
"21744",15.5,0,"NYOS","Silver Hake"
"21745",13.5,0,"NYOS","Silver Hake"
"21746",18,0,"NYOS","Silver Hake"
"21747",26.5,0,"NYOS","Silver Hake"
"21748",25.5,0,"NYOS","Silver Hake"
"21749",14.5,13.469387755102,"NYOS","Silver Hake"
"21750",21,1.50857142857143,"NYOS","Silver Hake"
"21751",19,0,"NYOS","Silver Hake"
"21752",20,0,"NYOS","Silver Hake"
"21753",26,0,"NYOS","Silver Hake"
"21754",16,0,"NYOS","Silver Hake"
"21755",24,0,"NYOS","Silver Hake"
"21756",25,0,"NYOS","Silver Hake"
"21757",15,1.41428571428571,"NYOS","Silver Hake"
"21758",10,0,"NYOS","Silver Hake"
"21759",14,0,"NYOS","Silver Hake"
"21760",13,0.942857142857143,"NYOS","Silver Hake"
"21761",19.5,0,"NYOS","Silver Hake"
"21762",12,1.88571428571429,"NYOS","Silver Hake"
"21763",24.5,0,"NYOS","Silver Hake"
"21764",18.5,0,"NYOS","Silver Hake"
"21765",23.5,0,"NYOS","Silver Hake"
"21766",23,0,"NYOS","Silver Hake"
"21767",5,0,"NYOS","Silver Hake"
"21768",6.5,0,"NYOS","Silver Hake"
"21769",12.5,0,"NYOS","Silver Hake"
"21770",21.5,0,"NYOS","Silver Hake"
"21771",9.5,0,"NYOS","Silver Hake"
"21772",10.5,0,"NYOS","Silver Hake"
"21773",22.5,0,"NYOS","Silver Hake"
"21774",7.5,0,"NYOS","Silver Hake"
"21775",14,0,"NYOS","Silver Hake"
"21776",13.5,3.11166253101737,"NYOS","Silver Hake"
"21777",11.5,0,"NYOS","Silver Hake"
"21778",21.5,0,"NYOS","Silver Hake"
"21779",15,1.99596774193548,"NYOS","Silver Hake"
"21780",20,0,"NYOS","Silver Hake"
"21781",13,0.304147465437788,"NYOS","Silver Hake"
"21782",25.5,0,"NYOS","Silver Hake"
"21783",10.5,0,"NYOS","Silver Hake"
"21784",14.5,4.09429280397022,"NYOS","Silver Hake"
"21785",21,0,"NYOS","Silver Hake"
"21786",19,0,"NYOS","Silver Hake"
"21787",12.5,0,"NYOS","Silver Hake"
"21788",9.5,0,"NYOS","Silver Hake"
"21789",23,0,"NYOS","Silver Hake"
"21790",7.5,0,"NYOS","Silver Hake"
"21791",16,0,"NYOS","Silver Hake"
"21792",24.5,0,"NYOS","Silver Hake"
"21793",19.5,0,"NYOS","Silver Hake"
"21794",12,0,"NYOS","Silver Hake"
"21795",25,0,"NYOS","Silver Hake"
"21796",5,0,"NYOS","Silver Hake"
"21797",23.5,0,"NYOS","Silver Hake"
"21798",15.5,0,"NYOS","Silver Hake"
"21799",22,1.06451612903226,"NYOS","Silver Hake"
"21800",18.5,0,"NYOS","Silver Hake"
"21801",18,0,"NYOS","Silver Hake"
"21802",20.5,0,"NYOS","Silver Hake"
"21803",24,0,"NYOS","Silver Hake"
"21804",25,0,"NYOS","Silver Hake"
"21805",21.5,0,"NYOS","Silver Hake"
"21806",13,0,"NYOS","Silver Hake"
"21807",6.5,0,"NYOS","Silver Hake"
"21808",16,0.656716417910448,"NYOS","Silver Hake"
"21809",14.5,15.3390191897655,"NYOS","Silver Hake"
"21810",15.5,0,"NYOS","Silver Hake"
"21811",13.5,0.109452736318408,"NYOS","Silver Hake"
"21812",14,0,"NYOS","Silver Hake"
"21813",10.5,0,"NYOS","Silver Hake"
"21814",18.5,0,"NYOS","Silver Hake"
"21815",15,1.97014925373134,"NYOS","Silver Hake"
"21816",20,0,"NYOS","Silver Hake"
"21817",26,0,"NYOS","Silver Hake"
"21818",20.5,0,"NYOS","Silver Hake"
"21819",22,0,"NYOS","Silver Hake"
"21820",19,0,"NYOS","Silver Hake"
"21821",24,0,"NYOS","Silver Hake"
"21822",22.5,0,"NYOS","Silver Hake"
"21823",23,0,"NYOS","Silver Hake"
"21824",12.5,0,"NYOS","Silver Hake"
"21825",21,0.492537313432836,"NYOS","Silver Hake"
"21826",23.5,0,"NYOS","Silver Hake"
"21827",25.5,0,"NYOS","Silver Hake"
"21828",18,0,"NYOS","Silver Hake"
"21829",11.5,0,"NYOS","Silver Hake"
"21830",19.5,0,"NYOS","Silver Hake"
"21831",12,0,"NYOS","Silver Hake"
"21832",9,0,"NYOS","Silver Hake"
"21833",10,0,"NYOS","Silver Hake"
"21834",24.5,0,"NYOS","Silver Hake"
"21835",15,0.977777777777778,"NYOS","Silver Hake"
"21836",13.5,0.162962962962963,"NYOS","Silver Hake"
"21837",12.5,0,"NYOS","Silver Hake"
"21838",26,0,"NYOS","Silver Hake"
"21839",19,0,"NYOS","Silver Hake"
"21840",16,1.46666666666667,"NYOS","Silver Hake"
"21841",13,0.20952380952381,"NYOS","Silver Hake"
"21842",14,0,"NYOS","Silver Hake"
"21843",14.5,12.2222222222222,"NYOS","Silver Hake"
"21844",25,0,"NYOS","Silver Hake"
"21845",22,0,"NYOS","Silver Hake"
"21846",23,0,"NYOS","Silver Hake"
"21847",21,0,"NYOS","Silver Hake"
"21848",18,0,"NYOS","Silver Hake"
"21849",12,0.733333333333333,"NYOS","Silver Hake"
"21850",23.5,0,"NYOS","Silver Hake"
"21851",24,0,"NYOS","Silver Hake"
"21852",20.5,0,"NYOS","Silver Hake"
"21853",10.5,0,"NYOS","Silver Hake"
"21854",19.5,0,"NYOS","Silver Hake"
"21855",9,0,"NYOS","Silver Hake"
"21856",5,0,"NYOS","Silver Hake"
"21857",20,0,"NYOS","Silver Hake"
"21858",15.5,0,"NYOS","Silver Hake"
"21859",6.5,0,"NYOS","Silver Hake"
"21860",7.5,0,"NYOS","Silver Hake"
"21861",22.5,0,"NYOS","Silver Hake"
"21862",11.5,0,"NYOS","Silver Hake"
"21863",25.5,0,"NYOS","Silver Hake"
"21864",24.5,0,"NYOS","Silver Hake"
"21865",10,0,"NYOS","Silver Hake"
"21866",9.5,0,"NYOS","Silver Hake"
"21867",13.5,0.833499501495513,"NYOS","Silver Hake"
"21868",16,0,"NYOS","Silver Hake"
"21869",19,0,"NYOS","Silver Hake"
"21870",15,1.61581920903955,"NYOS","Silver Hake"
"21871",14,0,"NYOS","Silver Hake"
"21872",21,0.372881355932203,"NYOS","Silver Hake"
"21873",6.5,0,"NYOS","Silver Hake"
"21874",24.5,0,"NYOS","Silver Hake"
"21875",12.5,0,"NYOS","Silver Hake"
"21876",13,0,"NYOS","Silver Hake"
"21877",15.5,0,"NYOS","Silver Hake"
"21878",14.5,8.14602346805737,"NYOS","Silver Hake"
"21879",9.5,0,"NYOS","Silver Hake"
"21880",18.5,0,"NYOS","Silver Hake"
"21881",11.5,0,"NYOS","Silver Hake"
"21882",18,0,"NYOS","Silver Hake"
"21883",26.5,0,"NYOS","Silver Hake"
"21884",22.5,0,"NYOS","Silver Hake"
"21885",20.5,0,"NYOS","Silver Hake"
"21886",25,0,"NYOS","Silver Hake"
"21887",10.5,0,"NYOS","Silver Hake"
"21888",23,0,"NYOS","Silver Hake"
"21889",10,0,"NYOS","Silver Hake"
"21890",19.5,0,"NYOS","Silver Hake"
"21891",24,0,"NYOS","Silver Hake"
"21892",26,0,"NYOS","Silver Hake"
"21893",5,0,"NYOS","Silver Hake"
"21894",22,0.745762711864407,"NYOS","Silver Hake"
"21895",23.5,0,"NYOS","Silver Hake"
"21896",9,0,"NYOS","Silver Hake"
"21897",25.5,0,"NYOS","Silver Hake"
"21898",12,0,"NYOS","Silver Hake"
"21899",7.5,0,"NYOS","Silver Hake"
"21900",20,0,"NYOS","Silver Hake"
"21901",12,0,"NYOS","Silver Hake"
"21902",22,0.725274725274725,"NYOS","Silver Hake"
"21903",13,0.181318681318681,"NYOS","Silver Hake"
"21904",5,0,"NYOS","Silver Hake"
"21905",25,0,"NYOS","Silver Hake"
"21906",14.5,7.25274725274725,"NYOS","Silver Hake"
"21907",15.5,0,"NYOS","Silver Hake"
"21908",14,0,"NYOS","Silver Hake"
"21909",18.5,0,"NYOS","Silver Hake"
"21910",10.5,0,"NYOS","Silver Hake"
"21911",25.5,0,"NYOS","Silver Hake"
"21912",26.5,0,"NYOS","Silver Hake"
"21913",6.5,0,"NYOS","Silver Hake"
"21914",13.5,2.23626373626374,"NYOS","Silver Hake"
"21915",11.5,0,"NYOS","Silver Hake"
"21916",15,0,"NYOS","Silver Hake"
"21917",12.5,0,"NYOS","Silver Hake"
"21918",20.5,0,"NYOS","Silver Hake"
"21919",21,0.362637362637363,"NYOS","Silver Hake"
"21920",9.5,0,"NYOS","Silver Hake"
"21921",23,0,"NYOS","Silver Hake"
"21922",19,0,"NYOS","Silver Hake"
"21923",26,0,"NYOS","Silver Hake"
"21924",18,0,"NYOS","Silver Hake"
"21925",10,0,"NYOS","Silver Hake"
"21926",24.5,0,"NYOS","Silver Hake"
"21927",22.5,0,"NYOS","Silver Hake"
"21928",21.5,0,"NYOS","Silver Hake"
"21929",24,0,"NYOS","Silver Hake"
"21930",23.5,0,"NYOS","Silver Hake"
"21931",16,0,"NYOS","Silver Hake"
"21932",26,0,"NYOS","Silver Hake"
"21933",14.5,0,"NYOS","Silver Hake"
"21934",25.5,0,"NYOS","Silver Hake"
"21935",14,0,"NYOS","Silver Hake"
"21936",15,10.2028985507246,"NYOS","Silver Hake"
"21937",13.5,0.499054820415879,"NYOS","Silver Hake"
"21938",26.5,0,"NYOS","Silver Hake"
"21939",24,0,"NYOS","Silver Hake"
"21940",11.5,0,"NYOS","Silver Hake"
"21941",13,1.63975155279503,"NYOS","Silver Hake"
"21942",19,0,"NYOS","Silver Hake"
"21943",21,1.91304347826087,"NYOS","Silver Hake"
"21944",16,0,"NYOS","Silver Hake"
"21945",12.5,0,"NYOS","Silver Hake"
"21946",10.5,0,"NYOS","Silver Hake"
"21947",5,0,"NYOS","Silver Hake"
"21948",23.5,0,"NYOS","Silver Hake"
"21949",12,1.91304347826087,"NYOS","Silver Hake"
"21950",20.5,0,"NYOS","Silver Hake"
"21951",15.5,0,"NYOS","Silver Hake"
"21952",9,0,"NYOS","Silver Hake"
"21953",23,0,"NYOS","Silver Hake"
"21954",9.5,0,"NYOS","Silver Hake"
"21955",18.5,0,"NYOS","Silver Hake"
"21956",7.5,0,"NYOS","Silver Hake"
"21957",24.5,0,"NYOS","Silver Hake"
"21958",22,2.8695652173913,"NYOS","Silver Hake"
"21959",22.5,0,"NYOS","Silver Hake"
"21960",21.5,0,"NYOS","Silver Hake"
"21961",25,0,"NYOS","Silver Hake"
"21962",19.5,0,"NYOS","Silver Hake"
"21963",18,0,"NYOS","Silver Hake"
"21964",24,0,"NYOS","Silver Hake"
"21965",13.5,2.13765182186235,"NYOS","Silver Hake"
"21966",9.5,0,"NYOS","Silver Hake"
"21967",23.5,0,"NYOS","Silver Hake"
"21968",25,0,"NYOS","Silver Hake"
"21969",14.5,6.26780626780627,"NYOS","Silver Hake"
"21970",15,2.66666666666667,"NYOS","Silver Hake"
"21971",22,0.225641025641026,"NYOS","Silver Hake"
"21972",24.5,0,"NYOS","Silver Hake"
"21973",20,0,"NYOS","Silver Hake"
"21974",19.5,0,"NYOS","Silver Hake"
"21975",6.5,0,"NYOS","Silver Hake"
"21976",18,0,"NYOS","Silver Hake"
"21977",22.5,0,"NYOS","Silver Hake"
"21978",12.5,0,"NYOS","Silver Hake"
"21979",26,0,"NYOS","Silver Hake"
"21980",21,0.225641025641026,"NYOS","Silver Hake"
"21981",12,1.12820512820513,"NYOS","Silver Hake"
"21982",19,0,"NYOS","Silver Hake"
"21983",10.5,0,"NYOS","Silver Hake"
"21984",14,0,"NYOS","Silver Hake"
"21985",18.5,0,"NYOS","Silver Hake"
"21986",13,0,"NYOS","Silver Hake"
"21987",16,0.752136752136752,"NYOS","Silver Hake"
"21988",11.5,0,"NYOS","Silver Hake"
"21989",20.5,0,"NYOS","Silver Hake"
"21990",23,0,"NYOS","Silver Hake"
"21991",25.5,0,"NYOS","Silver Hake"
"21992",15.5,0,"NYOS","Silver Hake"
"21993",9,0,"NYOS","Silver Hake"
"21994",21.5,0,"NYOS","Silver Hake"
"21995",26.5,0,"NYOS","Silver Hake"
"21996",10,0,"NYOS","Silver Hake"
"21997",5,0,"NYOS","Silver Hake"
"21998",6.5,0,"NYOS","Silver Hake"
"21999",13,0.27906976744186,"NYOS","Silver Hake"
"22000",14.5,8.05813953488372,"NYOS","Silver Hake"
"22001",19,0,"NYOS","Silver Hake"
"22002",5,0,"NYOS","Silver Hake"
"22003",15.5,0,"NYOS","Silver Hake"
"22004",9.5,0,"NYOS","Silver Hake"
"22005",16,2.30232558139535,"NYOS","Silver Hake"
"22006",15,3.9906976744186,"NYOS","Silver Hake"
"22007",19.5,0,"NYOS","Silver Hake"
"22008",24.5,0,"NYOS","Silver Hake"
"22009",13.5,1.82267441860465,"NYOS","Silver Hake"
"22010",25.5,0,"NYOS","Silver Hake"
"22011",10.5,0,"NYOS","Silver Hake"
"22012",12.5,0,"NYOS","Silver Hake"
"22013",14,0,"NYOS","Silver Hake"
"22014",18,0,"NYOS","Silver Hake"
"22015",22,0.767441860465116,"NYOS","Silver Hake"
"22016",26,0,"NYOS","Silver Hake"
"22017",24,0,"NYOS","Silver Hake"
"22018",18.5,0,"NYOS","Silver Hake"
"22019",23.5,0,"NYOS","Silver Hake"
"22020",20,0,"NYOS","Silver Hake"
"22021",21,0.306976744186046,"NYOS","Silver Hake"
"22022",7.5,0,"NYOS","Silver Hake"
"22023",9,0,"NYOS","Silver Hake"
"22024",26.5,0,"NYOS","Silver Hake"
