,Specimen Page,Sequence Length,Genus,Species,Genus species,% Match,Notes,Common_Name,Cruise ID,Haul ID,Station ID,Latitude,Longitude,SST,Depth,Stage,Picture file(s),Day,Month,Year,Time
NYOS2207E12SW_E03,NYOS2207E12SW_E03,0,Prionotus,carolinus,Prionotus carolinus,,Okay; HIGH VISUAL ID + DNA SUBWAY,Northern Searobin,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1T6pV9RgeyPozlI5qr68M_XJeEoj-6qRe/view?usp=share_link,,,,
NYOS2207E12SW_E04,NYOS2207E12SW_E04,629,Etropus,microstomus,Etropus microstomus,99.68,,Smallmouth Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1dFEOSKf4Ub6020E9oOofEBY9opYv3T0u/view?usp=share_link,,,,
NYOS2207E12SW_E05,NYOS2207E12SW_E05,644,Opisthonema,oglinum,Opisthonema oglinum,100,,Atlantic Thread Herring,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1RTc5rlApme399Jkx9YOsShxr-wBXWMWh/view?usp=share_link,,,,
NYOS2207E12SW_E06,NYOS2207E12SW_E06,0,Urophycis,chuss,Urophycis chuss,,Good; HIGH VISUAL ID,Red Hake,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1VvZE63KvUIbOlYugE4FEmoQxpxJAm8GC/view?usp=share_link,,,,
NYOS2207E12SW_E07,NYOS2207E12SW_E07,652,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E12,5.2,,,,,Egg,https://drive.google.com/file/d/1Qklj7TstyrGVfqczsGLPkH757Ycw9Ki1/view?usp=share_link,,,,
NYOS2207E12SW_E08,NYOS2207E12SW_E08,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1dafycZhDb0-adOJFHpvJ8_zw32RLILoQ/view?usp=share_link,,,,
NYOS2207E12SW_E09,NYOS2207E12SW_E09,0,Auxis,rochei,Auxis rochei,,Okay; HIGH VISUAL ID + DNA SUBWAY,Bullet Tuna,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1UHKSx2h3QqwgYmsIwEmMkM_rFo5kp47J/view?usp=share_link,,,,
NYOS2207E12SW_E10,NYOS2207E12SW_E10,0,,, ,,Bad,,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1ARQUvYByiyyt3vviqvAOVSk2xReEJByd/view?usp=share_link,,,,
NYOS2207E12SW_E11,NYOS2207E12SW_E11,0,,, ,,Bad,,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1Qic4jDh71ugRNQdYNC9rzzBYMNpIHBxT/view?usp=share_link,,,,
NYOS2207E12SW_E12,NYOS2207E12SW_E12,652,Merluccius,bilinearis,Merluccius bilinearis,100,,Silver Hake,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1YEcoDwJhYbUp0pfSnkwP2MsJYg47m0Qk/view?usp=share_link,,,,
NYOS2207E12SW_F01,NYOS2207E12SW_F01,0,Prionotus,carolinus,Prionotus carolinus,,Good; HIGH VISUAL ID,Northern Searobin,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1uQGKWEemXuKayBNGNn4Ih4QSuMYGzniD/view?usp=share_link,,,,
NYOS2207E12SW_F02,NYOS2207E12SW_F02,618,Prionotus,carolinus,Prionotus carolinus,99.83,Prionotus rubio 99.16,Northern Searobin,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1G6nNpP2LOaYfAzTN37ReUHqkLJLH8XZj/view?usp=share_link,,,,
NYOS2207E12SW_F03,NYOS2207E12SW_F03,651,Pomatomus,saltatrix,Pomatomus saltatrix,100,,Bluefish,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1bnE2ySzez7UzMJLtuxh1w6FitT7IkGZA/view?usp=share_link,,,,
NYOS2207E12SW_F04,NYOS2207E12SW_F04,606,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1J_bah0nS3VLcXVBd1-N76esbDZVHmMRz/view?usp=share_link,,,,
NYOS2207E12SW_F05,NYOS2207E12SW_F05,652,Etropus,microstomus,Etropus microstomus,99.85,,Smallmouth Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1kOTK_413uROei7z8q8aU-YLHZe4DBMHL/view?usp=share_link,,,,
NYOS2207E12SW_F06,NYOS2207E12SW_F06,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1ygiXp3Xfd66O3qvNUgSkfCe0l7dPb4gL/view?usp=share_link,,,,
NYOS2207E12SW_F07,NYOS2207E12SW_F07,651,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.23,Butterfish,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1jB4Dfgm3u3k7Oe2M87XtY4QE04UVwwcz/view?usp=share_link,,,,
NYOS2207E12SW_F08,NYOS2207E12SW_F08,0,,, ,,Okay (young),,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/14tkDHbQco5T6aoKrGeYkyWqAloHM0h38/view?usp=share_link,,,,
NYOS2207E12SW_F09,NYOS2207E12SW_F09,650,Paralichthys,oblongus,Paralichthys oblongus,100,,Fourspot Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1Hu6pbwBFfnL2kPal3viKScDQ2FU0_PDc/view?usp=share_link,,,,
NYOS2207E12SW_F10,NYOS2207E12SW_F10,0,,, ,,Bad,,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1HC5dYZ8xICKGa2QQcyb3No4nc6ryTLCu/view?usp=share_link,,,,
NYOS2207E12SW_F11,NYOS2207E12SW_F11,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1nBUTiCDsnhU7u6Uq5GchrB4587AlWUoJ/view?usp=share_link,,,,
NYOS2207E12SW_F12,NYOS2207E12SW_F12,0,,, ,,Okay (young),,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/18Zf9m6MDFtuYwEHA0bt6zbD-pk0sN9OY/view?usp=share_link,,,,
NYOS2207E12SW_G01,NYOS2207E12SW_G01,596,,, ,,Flagged for human contamination,,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1YpwsvczWyTvhDXQ948vWwFGBI9DQXecq/view?usp=share_link,,,,
NYOS2207E12SW_G02,NYOS2207E12SW_G02,0,,, ,,Bad,,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1wzR5QDRTyYQ27x1GUL9AyWY0-kskA9vc/view?usp=share_link,,,,
NYOS2207E12SW_G03,NYOS2207E12SW_G03,0,,, ,,Okay (young),,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1LB1LTIuynSUGM2zPhSUecDp43ZvoAv9v/view?usp=share_link,,,,
NYOS2207E12SW_G04,NYOS2207E12SW_G04,0,,, ,,Okay (young),,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1ARcze74mlV7fbB81lDdT4-wJyWJyjdBU/view?usp=share_link,,,,
NYOS2207E12SW_G05,NYOS2207E12SW_G05,651,Etropus,microstomus,Etropus microstomus,100,,Smallmouth Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/12xULlSoXVGHYSEOOV796qwRdiKFJsO7v/view?usp=share_link,,,,
NYOS2207E12SW_G06,NYOS2207E12SW_G06,652,Centropristis,striata,Centropristis striata,100,,Black Seabass,2207,E12,5.2,,,,,Egg,https://drive.google.com/file/d/1TuQ_Q_7-taZ_bucyd2nXSWmJYg6x5cfQ/view?usp=share_link,,,,
NYOS2207E12SW_G07,NYOS2207E12SW_G07,0,Prionotus,carolinus,Prionotus carolinus,,Good; HIGH VISUAL ID,Northern Searobin,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1YnxoAkdy_1w0I0Z2tn49ByVTukfhkce9/view?usp=share_link,,,,
NYOS2207E12SW_G08,NYOS2207E12SW_G08,645,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1c4xexCYcS6KpzO5VFJoyjvzZB0Nu79GX/view?usp=share_link,,,,
NYOS2207E12SW_G09,NYOS2207E12SW_G09,649,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1vkeAHMMac3tPBV4BJ6WWCCa__HMVObJn/view?usp=share_link,,,,
NYOS2207E12SW_G10,NYOS2207E12SW_G10,652,Ophichthus,cruentifer,Ophichthus cruentifer,99.54,Flagged for possible misidentification or contamination,Margined Snake Eel,2207,E12,5.2,,,,,Egg,https://drive.google.com/file/d/1juxXK6fLh0Z3HP5XtR8yCz5UyC3bECX4/view?usp=share_link,,,,
NYOS2207E12SW_G11,NYOS2207E12SW_G11,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1y3_ljhZhdCdRyDRoSuJkOZeSj152Jg_9/view?usp=share_link,,,,
NYOS2207E12SW_G12,NYOS2207E12SW_G12,630,Citharichthys,arctifrons,Citharichthys arctifrons,99.68,,Gulfstream Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1A101qNV60bcRiewF1xYS0eqcAFBDLFKQ/view?usp=share_link,,,,
NYOS2207E12SW_H01,NYOS2207E12SW_H01,0,Auxis,rochei,Auxis rochei,,Okay; MED VISUAL ID + DNA SUBWAY,Bullet Tuna,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1HAbmXq_lJoY-2XXV7vaVxNsxBWR_CeFF/view?usp=share_link,,,,
NYOS2207E12SW_H02,NYOS2207E12SW_H02,563,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/151xnO4qSeDuVqiGH3nBKiof0g_F5FFm1/view?usp=share_link,,,,
NYOS2207E12SW_H03,NYOS2207E12SW_H03,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2207,E12,5.2,,,,,Egg,https://drive.google.com/file/d/1P_gyiqJeWM9ZDS46vg8qpIkIXHgInnue/view?usp=share_link,,,,
NYOS2207E12SW_H04,NYOS2207E12SW_H04,550,,, ,,Flagged for human contamination,,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1LccrTSxF6FIxJ4-DWq-q9_mC4c-FeLIn/view?usp=share_link,,,,
NYOS2207E12SW_H05,NYOS2207E12SW_H05,0,Pomatomus,saltatrix,Pomatomus saltatrix,,Okay (young); DNA SUBWAY,Bluefish,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1GJ-ITfxTaHjMdqA9-3s3f8oz-MkPwzHd/view?usp=share_link,,,,
NYOS2207E12SW_H06,NYOS2207E12SW_H06,0,Citharichthys,arctifrons,Citharichthys arctifrons,,Okay (young); DNA SUBWAY,Gulfstream Flounder,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1cV91SmlMEhnqlMcp2_Bd1MWJzUyjEQHt/view?usp=share_link,,,,
NYOS2207E12SW_H07,NYOS2207E12SW_H07,641,Auxis,rochei,Auxis rochei,100,,Bullet Tuna,2207,E12,5.2,,,,,Egg,https://drive.google.com/file/d/1upSIC6p2EpAarOrLgvm5euWgD1wSThXF/view?usp=share_link,,,,
NYOS2207E12SW_H08,NYOS2207E12SW_H08,605,Prionotus,carolinus,Prionotus carolinus,99.32,"Prionotus rubio 99.13, Flagged and removed (stop codon)",Northern Searobin,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1ahTPhkfoV6gCXkJFlI2K0AHyXZYzqfNr/view?usp=share_link,,,,
NYOS2207E12SW_H09,NYOS2207E12SW_H09,0,Auxis,rochei,Auxis rochei,,Okay (young); DNA SUBWAY,Bullet Tuna,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1qSwW-lKoRNLSSLtuBQ6e-l25zRrtL7tG/view?usp=share_link,,,,
NYOS2207E12SW_H10,NYOS2207E12SW_H10,644,,, ,,Flagged for human contamination,,2207,E12,5.2,,,,,Larva,https://drive.google.com/file/d/1JBrcfH7QluTJwseiFaQyPuJ5uWM5tP2W/view?usp=share_link,,,,
NYOS2207E12SW_H11,NYOS2207E12SW_H11,648,Rachycentron,canadum,Rachycentron canadum,100,,Cobia,2207,E12,5.2,,,,,Egg,https://drive.google.com/file/d/1JCEFpAXMStADDJjSASKQd2e-2RGJJ0Ue/view?usp=share_link,,,,
NYOS2207E13_A01,NYOS2207E13_A01,445,Prionotus,carolinus,Prionotus carolinus,99.77,Prionotus rubio 99.09,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1295GHcHR0L_2OulaNzkMJcBwdF5TO0Pw/view?usp=share_link,,,,
NYOS2207E13_A02,NYOS2207E13_A02,652,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 99.33,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/124-uk-MCbd0EWo8Q9Sh0g9GfNqLgyH2g/view?usp=share_link,,,,
NYOS2207E13_A03,NYOS2207E13_A03,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1cnT0pTNlGU7JqYmRe_PXwE2xwfjIy6Y5/view?usp=share_link,,,,
NYOS2207E13_A04,NYOS2207E13_A04,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.50,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1kn__wvyXogBY2oweXKCdt-JHSkADluXB/view?usp=share_link,,,,
NYOS2207E13_A05,NYOS2207E13_A05,652,Centropristis,striata,Centropristis striata,100,,Black Seabass,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/13tV8tPdOpIDVVmPvUnCn0Ku6RJlqCbt_/view?usp=share_link,,,,
NYOS2207E13_A06,NYOS2207E13_A06,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.17,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/17QDpDcawpB9fzHiiR004tw1RDIWp4eZ_/view?usp=share_link,,,,
NYOS2207E13_A07,NYOS2207E13_A07,652,,, ,,No match,,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1mQaUX4j58yTn7PsQNwz6_2Tb2qNHjW1Y/view?usp=share_link,,,,
NYOS2207E13_A08,NYOS2207E13_A08,652,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 99.50,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1Z4ppdsqajNtRkaXDwr9fnkXwLfwm3wwc/view?usp=share_link,,,,
NYOS2207E13_A09,NYOS2207E13_A09,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/12ars9JTMc4BnK253SbTi_6igjY7wefBx/view?usp=share_link,,,,
NYOS2207E13_A10,NYOS2207E13_A10,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.17,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1mEzzYaX-htIFojNJMGiGq-_YiSh_ilDb/view?usp=share_link,,,,
NYOS2207E13_A11,NYOS2207E13_A11,652,Peprilus,triacanthus,Peprilus triacanthus,100,,Butterfish,2207,E13,5.1,,,,,Larva,https://drive.google.com/file/d/1a8rUYH6M_aYV_pe3yP1pYX6QAP6Qkt7P/view?usp=share_link,,,,
NYOS2207E13_A12,NYOS2207E13_A12,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.67,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1WygENoDNZDbPchzMJh4R_PlIjcIgXsRy/view?usp=share_link,,,,
NYOS2207E13_B01,NYOS2207E13_B01,652,Prionotus,carolinus,Prionotus carolinus,99.53,Prionotus rubio 99.33,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1amVszYP9ZPL8jcTXKYxrWHQmzSAgGora/view?usp=share_link,,,,
NYOS2207E13_B02,NYOS2207E13_B02,652,Prionotus,carolinus,Prionotus carolinus,99.53,Prionotus rubio 99.17,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/11w1V-0QBp0W_qtsNM-Jk8gtZV_hoLKiF/view?usp=share_link,,,,
NYOS2207E13_B03,NYOS2207E13_B03,652,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 99.50,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/14noi3wCxAhMIoT_4EnJU5iSa5OMoCapW/view?usp=share_link,,,,
NYOS2207E13_B04,NYOS2207E13_B04,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1rI-L3MfZVoCU-gKCSzmVoUGmhVyMBsJS/view?usp=share_link,,,,
NYOS2207E13_B05,NYOS2207E13_B05,652,Prionotus,carolinus,Prionotus carolinus,99.53,Prionotus rubio 99.17,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1G6AdDY2Qjl_Za4Sk4TtYljXo45Vydi_j/view?usp=share_link,,,,
NYOS2207E13_B06,NYOS2207E13_B06,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.17,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/149pOwc5GgHlFAW2bEwAiwrVp5OoQpZEm/view?usp=share_link,,,,
NYOS2207E13_B07,NYOS2207E13_B07,652,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 99.50,Northern Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1s-UcLiPZD6qst9xdkrBiw4bDorB-A6kY/view?usp=share_link,,,,
NYOS2207E13_B08,NYOS2207E13_B08,652,Prionotus,evolans,Prionotus evolans,100,,Striped Searobin,2207,E13,5.1,,,,,Egg,https://drive.google.com/file/d/1nOVVzwyIzCMDIpDNuuCIUqgiV7lgLlnF/view?usp=share_link,,,,
NYOS2207E14_B09,NYOS2207E14_B09,581,Prionotus,carolinus,Prionotus carolinus,99.83,Prionotus rubio 99.06,Northern Searobin,2207,E14,4.1,,,,,Larva,https://drive.google.com/file/d/1yF7fogZh9hwNb8HtUtZPUkzNs-jKFKPY/view?usp=share_link,,,,
NYOS2207E14_B10,NYOS2207E14_B10,652,Centropristis,striata,Centropristis striata,99.84,,Black Seabass,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/153Ky0I1OJ0l1dqaUDLSR9DGe2Se--cdX/view?usp=share_link,,,,
NYOS2207E14_B11,NYOS2207E14_B11,652,Prionotus,carolinus,Prionotus carolinus,99.84,,Northern Searobin,2207,E14,4.1,,,,,Larva,https://drive.google.com/file/d/153VIU-zuIrf0qfBQ2pzzWcXKbVtnliOD/view?usp=share_link,,,,
NYOS2207E14_B12,NYOS2207E14_B12,652,Peprilus,triacanthus,Peprilus triacanthus,100,,Butterfish,2207,E14,4.1,,,,,Larva,https://drive.google.com/file/d/1dHGiFK_57DTfhloFKwRVy7nBlNKt5idJ/view?usp=share_link,,,,
NYOS2207E14_C01,NYOS2207E14_C01,0,,, ,,,,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1VKXsk5-fZc2TqtkBEjXhObnVho4YIEA7/view?usp=share_link,,,,
NYOS2207E14_C02,NYOS2207E14_C02,603,Prionotus,rubio,Prionotus rubio,99.46,Prionotus carolinus 99.34,Blackwing Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1WDGyJ_4zxMSyo4cgWpNJ_v_22wR56I9O/view?usp=share_link,,,,
NYOS2207E14_C03,NYOS2207E14_C03,652,Prionotus,carolinus,Prionotus carolinus,99.83,Prionotus rubio 99.17,Northern Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1u90ZmspVeWqkOUSGalpmUd9rtxClZuDE/view?usp=share_link,,,,
NYOS2207E14_C04,NYOS2207E14_C04,652,Prionotus,carolinus,Prionotus carolinus,99.84,Prionotus rubio 99.17,Northern Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1bgYCD_U9Geh9FprZle6J6-x-1cvZHsYQ/view?usp=share_link,,,,
NYOS2207E14_C05,NYOS2207E14_C05,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1qNYDwX1M7I6dlAzVG4DMNMSDWE7sjT2k/view?usp=share_link,,,,
NYOS2207E14_C06,NYOS2207E14_C06,0,,, ,,,,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1EqD8HFIwW43RR_Rleexp1o3IsxOGJDsf/view?usp=share_link,,,,
NYOS2207E14_C07,NYOS2207E14_C07,0,,, ,,,,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1DPBazzjv_FlsxwB56r6U7KcYYwu6-f9g/view?usp=share_link,,,,
NYOS2207E14_C08,NYOS2207E14_C08,0,,, ,,,,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1QmzK4eMi0wHiTWWWWrLbW8zjK7NVoViw/view?usp=share_link,,,,
NYOS2207E14_C09,NYOS2207E14_C09,0,,, ,,,,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1PJ9ezYE4QdHEhGtdRHJ3_5W3u-I3iiUG/view?usp=share_link,,,,
NYOS2207E14_C10,NYOS2207E14_C10,652,Etropus,microstomus,Etropus microstomus,100,,Smallmouth Flounder,2207,E14,4.1,,,,,Larva,https://drive.google.com/file/d/1RZHdEm3vRu8FPf8WpSdMq1L-4uCH_i6t/view?usp=share_link,,,,
NYOS2207E14_C11,NYOS2207E14_C11,633,Prionotus,carolinus,Prionotus carolinus,100,Prionotus rubio 99.32,Northern Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1W4YO09JQEm_FJ1HSgfkDfj2AOrnfpRB5/view?usp=share_link,,,,
NYOS2207E14_C12,NYOS2207E14_C12,652,Prionotus,carolinus,Prionotus carolinus,99.34,,Northern Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/15rK910y4XvjVQKB17PI5VKTqBMRwki7S/view?usp=share_link,,,,
NYOS2207E14_D01,NYOS2207E14_D01,547,Prionotus,carolinus,Prionotus carolinus,99.82,,Northern Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1rHqY5og2P8oz65ddlLBQrXjxg5tGVfHb/view?usp=share_link,,,,
NYOS2207E14_D02,NYOS2207E14_D02,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1wLVOVwzg6sndTPwzNb7FInYXoFMm6P5q/view?usp=share_link,,,,
NYOS2207E14_D03,NYOS2207E14_D03,652,Prionotus,rubio,Prionotus rubio,99.67,Prionotus carolinus 99.53,Blackwing Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/13yV7gefCaX3Nc-dDheAfy-mCAJ8ZL3b1/view?usp=share_link,,,,
NYOS2207E14_D04,NYOS2207E14_D04,652,Etropus,microstomus,Etropus microstomus,99.08,,Smallmouth Flounder,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1R8GDyDHtTmZUjYlN34Q1BEgsmD6Ee54d/view?usp=share_link,,,,
NYOS2207E14_D05,NYOS2207E14_D05,652,Prionotus,carolinus,Prionotus carolinus,99.69,Prionotus rubio 99.00,Northern Searobin,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/10CUmpK3oZXVLny1D_ayAUX4-kzZb51C7/view?usp=share_link,,,,
NYOS2207E14_D06,NYOS2207E14_D06,0,,, ,,,,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1IkbQX_p3VFb0ckACMZ3vXozk56Su8hXM/view?usp=share_link,,,,
NYOS2207E14_D07,NYOS2207E14_D07,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E14,4.1,,,,,Egg,https://drive.google.com/file/d/1UVStNc3bHH1SRzVob1wLd_I_EVp9PqtS/view?usp=share_link,,,,
NYOS2207E15_D08,NYOS2207E15_D08,652,Urophycis,chuss,Urophycis chuss,100,,Red Hake,2207,E15,4.2,,,,,Larva,https://drive.google.com/file/d/1cLNI7g-FBaAweX7tfVD8kEcyOGpsFHlX/view?usp=share_link,,,,
NYOS2207E15_D09,NYOS2207E15_D09,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.39,,Gulfstream Flounder,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1D25Iqmy_5Embpz9lk2jDlN_Y4ffxaUoI/view?usp=share_link,,,,
NYOS2207E15_D10,NYOS2207E15_D10,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1dSGGk2VDYmIefMizmkNoCi0XGzUVNi_1/view?usp=share_link,,,,
NYOS2207E15_D11,NYOS2207E15_D11,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1XKlq9rUUEMYDM1g2cReXFMrEbojVLJ-j/view?usp=share_link,,,,
NYOS2207E15_D12,NYOS2207E15_D12,652,Peprilus,triacanthus,Peprilus triacanthus,99.85,Peprilus burti 99.39,Butterfish,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1K_KDMGCTM8RW_R3NgOTjFu7O5Kzhiuv3/view?usp=share_link,,,,
NYOS2207E15_E01,NYOS2207E15_E01,652,Citharichthys,arctifrons,Citharichthys arctifrons,100,,Gulfstream Flounder,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1twrRIi1HyFSRGcIt_DCb7xAJW9AlYEsZ/view?usp=share_link,,,,
NYOS2207E15_E02,NYOS2207E15_E02,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.54,,Gulfstream Flounder,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/15BoLGiDOw2V0rW-LBp__WkP-xkCrpX97/view?usp=share_link,,,,
NYOS2207E15_E03,NYOS2207E15_E03,652,Citharichthys,arctifrons,Citharichthys arctifrons,99.69,,Gulfstream Flounder,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1NUIhA9FBhrqUQlc2mhDl1C-kx0TD0huo/view?usp=share_link,,,,
NYOS2207E15_E04,NYOS2207E15_E04,0,Urophycis,chuss,Urophycis chuss,,Okay; MED VISUAL ID + DNA SUBWAY,Red Hake,2207,E15,4.2,,,,,Larva,https://drive.google.com/file/d/1AyyT0PHW12W6nIzAa3fCXTLxGtA3w8G-/view?usp=share_link,,,,
NYOS2207E15_E05,NYOS2207E15_E05,652,Urophycis,chuss,Urophycis chuss,100,,Red Hake,2207,E15,4.2,,,,,Larva,https://drive.google.com/file/d/1wY5LWLQT9zpL-xbmChCFwnGkhtjv4O09/view?usp=share_link,,,,
NYOS2207E15_E06,NYOS2207E15_E06,652,Peprilus,triacanthus,Peprilus triacanthus,100,Peprilus burti 99.54,Butterfish,2207,E15,4.2,,,,,Egg,https://drive.google.com/file/d/1s3RLDmbs6lMTJEFUmpqZAM57jxXrEaVC/view?usp=share_link,,,,
